timestamp_ms,sample_number,imu,ax,ay,az,gx,gy,gz,temp
149602,141,0x6A,3.125026,-2.090131,-3.750750,-0.544434,-1.345125,-0.123547,18.87
149602,141,0x6B,-1.946561,-0.084945,-1.671387,-2.394286,0.244193,0.854906,21.09
149604,142,0x6A,3.640680,-2.181058,-4.175476,-0.553597,-1.353219,-0.072388,18.87
149604,142,0x6B,-2.167897,-0.581456,-2.091327,-2.528371,0.231671,0.893238,21.09
149607,143,0x6A,3.905087,-2.014757,-4.620541,-0.554513,-1.398118,-0.006872,18.87
149607,143,0x6B,-2.377269,-1.092324,-2.508874,-2.649933,0.227395,0.929431,21.09
149609,144,0x6A,3.968496,-1.830509,-4.987839,-0.574977,-1.456608,0.029780,18.87
149609,144,0x6B,-2.531606,-1.552942,-2.880959,-2.753017,0.215483,0.950964,21.09
149612,145,0x6A,3.976871,-1.580459,-5.194818,-0.632093,-1.533577,0.052687,18.86
149612,145,0x6B,-2.526821,-1.849652,-3.226721,-2.839149,0.212581,0.970207,21.09
149614,146,0x6A,3.867998,-1.475175,-4.974678,-0.743576,-1.627192,0.063835,18.86
149614,146,0x6B,-2.402394,-2.228914,-3.466003,-2.920547,0.200364,1.005179,21.09
149617,147,0x6A,3.769892,-1.463211,-4.372883,-0.908051,-1.708437,0.063530,18.86
149617,147,0x6B,-2.779264,-2.510071,-4.051049,-2.985298,0.218842,1.023963,21.09
149619,148,0x6A,3.806981,-1.609173,-3.505485,-1.102612,-1.761277,0.054062,18.86
149619,148,0x6B,-2.963511,-2.677569,-5.000999,-3.050661,0.258549,1.024879,21.09
149622,149,0x6A,3.823731,-1.670190,-2.670390,-1.272738,-1.800983,0.040317,18.86
149622,149,0x6B,-2.481357,-2.355734,-5.107480,-3.102584,0.306349,1.022588,21.09
149624,150,0x6A,3.836891,-1.804188,-1.556531,-1.409113,-1.818851,0.018173,18.86
149624,150,0x6B,-2.633301,-2.706282,-5.487939,-3.149468,0.370337,1.104139,21.09
149627,151,0x6A,3.719643,-1.832902,-1.158126,-1.539991,-1.816866,-0.016646,18.86
149627,151,0x6B,-2.203789,-3.125026,-5.130211,-3.196963,0.395077,1.157742,21.09
149629,152,0x6A,3.579663,-1.725225,-0.882952,-1.587486,-1.800067,-0.033292,18.86
149629,152,0x6B,-2.469393,-3.426522,-5.156533,-3.191618,0.445321,1.197449,21.09
149632,153,0x6A,3.497110,-1.549353,-0.689133,-1.615433,-1.774105,-0.056505,18.90
149632,153,0x6B,-2.679961,-3.607180,-5.292924,-3.190702,0.494343,1.213942,21.09
149634,154,0x6A,3.371487,-1.462015,-0.525225,-1.624902,-1.746464,-0.080023,18.90
149634,154,0x6B,-2.951547,-3.933800,-5.304888,-3.194978,0.550542,1.204932,21.09
149637,155,0x6A,3.467200,-1.561317,-0.254836,-1.614822,-1.706147,-0.091019,18.90
149637,155,0x6B,0.707079,3.974478,19.444077,-1.912008,3.318831,0.219453,21.07
149754,156,0x6A,-2.321038,3.128615,13.719249,-2.649781,-1.652696,-3.650378,18.88
149754,156,0x6B,0.969093,4.211368,20.069801,-2.013870,3.253315,0.293368,21.07
149756,157,0x6A,-2.566302,1.716850,14.970695,-2.537840,-1.499521,-3.787670,18.88
149756,157,0x6B,1.166501,4.558327,21.401403,-2.106416,3.172681,0.379958,21.07
149759,158,0x6A,-2.705086,-0.512064,16.542780,-2.417194,-1.331992,-3.908316,18.88
149759,158,0x6B,1.268196,4.923233,23.101505,-2.197588,3.072652,0.483347,21.04
149761,159,0x6A,-3.008975,-1.965704,17.181662,-2.140014,-1.078941,-4.081191,18.88
149761,159,0x6B,1.428515,5.577670,24.055046,-2.286927,2.952770,0.599564,21.04
149764,160,0x6A,-2.926422,-3.141776,17.848064,-1.972026,-0.920421,-4.158923,18.87
149764,160,0x6B,1.441676,5.952147,24.854248,-2.412307,2.750573,0.812756,21.04
149766,161,0x6A,-2.772085,-4.347759,18.373289,-1.914604,-0.728304,-4.217719,18.87
149766,161,0x6B,1.066003,5.892326,25.980072,-2.484389,2.612671,0.975246,21.04
149769,162,0x6A,-2.421537,-5.832505,18.776478,-1.928043,-0.525191,-4.257730,18.87
149769,162,0x6B,1.846063,6.236893,26.437101,-2.549294,2.421317,1.145983,21.04
149771,163,0x6A,-2.764907,-7.165308,18.896122,-1.985159,-0.317803,-4.313930,18.87
149771,163,0x6B,1.877169,6.411568,26.687151,-2.603202,2.260507,1.336879,21.04
149774,164,0x6A,-2.756532,-8.472985,18.812370,-2.054951,-0.159436,-4.318511,18.87
149774,164,0x6B,2.087738,6.257231,26.792435,-2.664594,2.163379,1.549460,21.04
149776,165,0x6A,-2.195415,-9.328419,18.502501,-2.214539,0.004429,-4.300644,18.87
149776,165,0x6B,2.116452,5.533402,27.081966,-2.703384,2.038610,1.732566,21.04
149779,166,0x6A,-1.209572,-10.301102,18.378075,-2.450791,0.167835,-4.272239,18.87
149779,166,0x6B,2.084148,5.182854,27.163322,-2.741563,1.921477,1.880854,21.05
149781,167,0x6A,-1.458425,-11.046466,18.236898,-2.779590,0.543212,-4.212527,18.87
149781,167,0x6B,2.117648,4.831109,27.055645,-2.785545,1.808925,2.040748,21.05
149784,168,0x6A,-1.110270,-11.388639,17.686548,-3.188869,0.719905,-4.187023,18.89
149784,168,0x6B,2.236093,4.365705,26.520849,-2.810285,1.713171,2.207973,21.05
149786,169,0x6A,-0.979861,-11.866007,16.904097,-3.277597,0.783587,-4.209625,18.89
149786,169,0x6B,2.445465,3.327220,26.275585,-2.810133,1.625360,2.358703,21.05
149789,170,0x6A,-1.183251,-12.448660,16.035501,-3.353956,0.833067,-4.211610,18.89
149789,170,0x6B,2.508874,2.743371,26.018358,-2.767983,1.538464,2.560136,21.05
